price,kms_driven,owner,age,power,brand
72500.0,10000.0,1,10,350.0,1.0
80000.0,12000.0,1,2,160.0,6.0
123600.0,7702.0,1,3,350.0,1.0
950000.0,312.0,1,3,1300.0,7.0
107000.0,17000.0,1,4,350.0,1.0
600000.0,16000.0,1,5,821.0,14.0
80000.0,3500.0,1,3,150.0,5.0
75000.0,11050.0,1,4,150.0,7.0
43778.0,948.0,1,2,125.0,16.0
118000.0,11200.0,2,5,200.0,2.0
68000.0,10407.0,1,5,150.0,5.0
27000.0,23000.0,1,8,125.0,3.0
48500.0,5500.0,1,2,100.0,16.0
15000.0,38000.0,1,15,223.0,16.0
95000.0,23000.0,1,5,200.0,2.0
62000.0,11227.0,1,3,150.0,5.0
25000.0,45000.0,1,9,100.0,16.0
700000.0,100.0,1,6,1198.0,14.0
160000.0,3500.0,1,3,500.0,1.0
47500.0,30000.0,1,5,220.0,3.0
18000.0,22000.0,1,12,125.0,5.0
36000.0,54560.0,1,8,223.0,16.0
52000.0,33150.0,1,6,150.0,5.0
435000.0,5550.0,2,7,883.0,4.0
68000.0,12077.0,1,5,200.0,8.0
80000.0,5000.0,1,4,220.0,3.0
110800.0,13300.0,1,6,500.0,1.0
85000.0,16000.0,1,2,160.0,8.0
145000.0,4000.0,1,2,350.0,1.0
145000.0,3000.0,1,3,400.0,3.0
149000.0,7000.0,1,3,350.0,1.0
60000.0,4000.0,1,2,100.0,16.0
140000.0,11000.0,1,4,350.0,1.0
85000.0,15000.0,1,7,200.0,2.0
86000.0,15000.0,1,3,220.0,3.0
115000.0,15500.0,1,4,350.0,1.0
83000.0,500.0,1,3,150.0,7.0
85000.0,15000.0,1,7,200.0,2.0
86000.0,15000.0,1,3,220.0,3.0
115000.0,15500.0,1,4,350.0,1.0
83000.0,500.0,1,3,150.0,7.0
28000.0,35251.0,1,12,180.0,3.0
14500.0,35000.0,1,14,100.0,16.0
32000.0,22000.0,1,5,110.0,16.0
62500.0,26000.0,1,5,180.0,3.0
122500.0,10000.0,1,3,150.0,5.0
24500.0,15000.0,1,6,100.0,3.0
78500.0,26000.0,1,4,200.0,8.0
102500.0,21000.0,1,4,350.0,1.0
28000.0,28428.0,1,9,110.0,8.0
130000.0,10149.0,1,3,350.0,1.0
130000.0,7036.0,1,3,350.0,1.0
115000.0,7593.0,1,4,400.0,3.0
96000.0,17000.0,1,6,200.0,2.0
29500.0,15798.0,1,4,100.0,3.0
100000.0,4800.0,1,4,150.0,5.0
202000.0,11000.0,1,2,410.0,1.0
950000.0,312.0,1,3,1300.0,7.0
45400.0,23000.0,2,5,220.0,3.0
105000.0,16000.0,1,4,350.0,1.0
885000.0,300.0,1,2,959.0,14.0
22000.0,22000.0,1,6,100.0,3.0
115000.0,10000.0,1,4,350.0,1.0
20000.0,55000.0,1,9,125.0,3.0
44000.0,7329.0,1,3,125.0,16.0
18787.0,28164.0,1,10,125.0,6.0
51500.0,20600.0,1,6,200.0,3.0
54200.0,5700.0,1,6,220.0,3.0
175000.0,11277.0,1,3,500.0,1.0
48000.0,26000.0,1,7,220.0,3.0
40000.0,4000.0,1,5,110.0,6.0
102400.0,11600.0,1,4,400.0,3.0
65000.0,8800.0,1,3,150.0,5.0
12999.0,65000.0,1,13,150.0,3.0
87000.0,20000.0,1,6,200.0,2.0
47000.0,24445.0,1,8,200.0,3.0
31000.0,34525.0,1,7,100.0,3.0
72500.0,19000.0,1,4,150.0,7.0
85000.0,9148.0,1,6,200.0,3.0
60000.0,16000.0,1,5,160.0,8.0
148999.0,3694.0,1,4,400.0,3.0
49000.0,7524.0,1,5,150.0,3.0
30000.0,23000.0,1,8,100.0,16.0
237818.0,1440.0,1,2,390.0,2.0
23600.0,22672.0,2,6,150.0,5.0
100000.0,25000.0,1,8,500.0,1.0
160700.0,10000.0,1,3,200.0,2.0
78000.0,34200.0,1,6,350.0,1.0
60000.0,3490.0,1,9,350.0,1.0
150000.0,7500.0,1,5,200.0,2.0
37000.0,13500.0,1,5,150.0,3.0
125000.0,11000.0,1,5,350.0,1.0
70000.0,56353.0,1,5,200.0,3.0
40000.0,25000.0,1,7,220.0,3.0
62000.0,1123.0,1,2,125.0,5.0
280000.0,1500.0,1,2,650.0,1.0
44000.0,15000.0,1,4,150.0,3.0
85000.0,31000.0,1,7,350.0,1.0
51000.0,28000.0,1,5,220.0,3.0
75000.0,11460.0,1,3,220.0,3.0
160000.0,23000.0,1,5,390.0,2.0
106000.0,1175.0,1,2,200.0,3.0
599999.0,7800.0,3,5,675.0,13.0
85000.0,15000.0,1,7,250.0,6.0
31500.0,28653.0,1,8,100.0,16.0
50000.0,3300.0,1,4,125.0,3.0
35740.0,20400.0,1,4,125.0,3.0
24500.0,25000.0,1,10,150.0,5.0
45000.0,18000.0,1,7,223.0,16.0
210000.0,12000.0,1,4,390.0,2.0
70000.0,56353.0,1,5,200.0,3.0
37000.0,13500.0,1,5,150.0,3.0
150000.0,7500.0,1,5,200.0,2.0
71000.0,11000.0,1,9,350.0,1.0
100000.0,25000.0,1,8,500.0,1.0
160700.0,10000.0,1,3,200.0,2.0
78000.0,34200.0,1,6,350.0,1.0
80400.0,5100.0,2,4,250.0,5.0
135000.0,2200.0,1,4,350.0,1.0
350000.0,3100.0,1,6,750.0,4.0
57000.0,1500.0,1,11,223.0,16.0
76000.0,3000.0,1,2,200.0,16.0
42100.0,22560.0,1,11,150.0,3.0
73000.0,16658.0,1,6,150.0,5.0
366000.0,3135.0,1,3,302.0,11.0
82000.0,29860.0,1,7,350.0,1.0
120000.0,12000.0,1,5,350.0,1.0
40000.0,25000.0,1,7,220.0,3.0
80000.0,7000.0,1,3,160.0,8.0
81800.0,3700.0,1,2,150.0,7.0
45900.0,27000.0,1,6,220.0,3.0
125000.0,11000.0,1,5,350.0,1.0
86200.0,9300.0,1,4,200.0,3.0
40000.0,9000.0,1,3,100.0,16.0
10000.0,21389.0,1,12,150.0,16.0
155000.0,13500.0,1,5,250.0,10.0
46000.0,24374.0,1,6,200.0,3.0
215000.0,9600.0,1,4,390.0,2.0
60000.0,3490.0,1,9,350.0,1.0
23000.0,37000.0,1,7,110.0,6.0
55250.0,7781.0,2,3,220.0,3.0
58000.0,7758.0,1,2,110.0,16.0
66000.0,8000.0,1,3,150.0,5.0
55000.0,32000.0,1,7,223.0,16.0
89730.0,12100.0,1,9,500.0,1.0
108000.0,26811.0,1,6,350.0,1.0
314100.0,13500.0,1,3,320.0,5.0
125000.0,16500.0,1,39,350.0,1.0
18800.0,10401.0,1,8,100.0,16.0
417000.0,13000.0,2,5,750.0,4.0
105000.0,20500.0,1,4,400.0,3.0
20000.0,19211.0,1,6,110.0,6.0
88000.0,22500.0,1,10,350.0,1.0
95000.0,11000.0,1,2,220.0,3.0
108000.0,2982.0,1,3,150.0,5.0
186100.0,12000.0,1,3,390.0,2.0
15000.0,55000.0,2,13,150.0,3.0
39000.0,5000.0,1,5,150.0,3.0
102500.0,29000.0,1,5,350.0,1.0
87000.0,15000.0,1,7,350.0,1.0
118000.0,14500.0,1,3,400.0,3.0
131100.0,6200.0,1,4,350.0,1.0
85000.0,15000.0,1,7,250.0,6.0
108000.0,26811.0,1,6,350.0,1.0
131100.0,6200.0,1,4,350.0,1.0
42000.0,19000.0,1,5,160.0,6.0
87000.0,15000.0,1,7,350.0,1.0
102500.0,29000.0,1,5,350.0,1.0
62800.0,38400.0,2,7,250.0,6.0
35000.0,18000.0,1,6,150.0,3.0
33800.0,17000.0,1,5,150.0,3.0
125000.0,21000.0,3,11,250.0,9.0
146000.0,4700.0,1,5,410.0,1.0
1900000.0,1700.0,1,6,1800.0,
600000.0,230.0,1,1,650.0,9.0
185000.0,3000.0,1,2,200.0,2.0
32000.0,32000.0,1,5,100.0,16.0
38000.0,21000.0,1,4,125.0,16.0
35000.0,38717.0,1,5,150.0,3.0
42000.0,1999.0,1,3,150.0,16.0
9350.0,39822.0,2,13,150.0,8.0
330000.0,7500.0,1,5,650.0,9.0
38000.0,17376.0,2,5,100.0,16.0
75000.0,33000.0,1,8,350.0,1.0
42000.0,19000.0,1,5,160.0,6.0
230000.0,9500.0,1,4,300.0,11.0
31500.0,20000.0,1,8,160.0,8.0
35000.0,18000.0,1,6,150.0,3.0
62800.0,38400.0,2,7,250.0,6.0
46000.0,35000.0,1,16,350.0,1.0
109900.0,8600.0,1,5,350.0,1.0
9350.0,39822.0,2,13,150.0,8.0
35000.0,18000.0,1,5,150.0,3.0
65000.0,18000.0,1,3,160.0,3.0
175000.0,1800.0,1,2,295.0,
126000.0,23000.0,1,4,350.0,1.0
25000.0,29000.0,1,9,125.0,6.0
89000.0,5000.0,1,2,150.0,6.0
160000.0,7500.0,1,2,350.0,1.0
130000.0,15000.0,1,2,200.0,3.0
33500.0,26000.0,2,12,125.0,6.0
128000.0,8000.0,1,3,150.0,5.0
143000.0,7000.0,1,3,350.0,1.0
31000.0,31464.0,2,9,135.0,3.0
72000.0,7419.0,1,3,150.0,7.0
108500.0,10000.0,1,2,200.0,8.0
74500.0,10000.0,1,4,220.0,3.0
24000.0,6300.0,1,4,100.0,3.0
80000.0,17000.0,1,3,220.0,3.0
81000.0,22000.0,1,3,220.0,3.0
115000.0,15000.0,2,5,350.0,1.0
130000.0,15000.0,1,2,200.0,3.0
33500.0,26000.0,2,12,125.0,6.0
128000.0,8000.0,1,3,150.0,5.0
143000.0,7000.0,1,3,350.0,1.0
31000.0,31464.0,2,9,135.0,3.0
72000.0,7419.0,1,3,150.0,7.0
108500.0,10000.0,1,2,200.0,8.0
74500.0,10000.0,1,4,220.0,3.0
24000.0,6300.0,1,4,100.0,3.0
80000.0,17000.0,1,3,220.0,3.0
81000.0,22000.0,1,3,220.0,3.0
115000.0,15000.0,2,5,350.0,1.0
56500.0,10000.0,1,2,110.0,16.0
75000.0,16000.0,1,4,220.0,3.0
72000.0,32542.0,1,6,150.0,5.0
73000.0,7461.0,1,4,150.0,7.0
69500.0,28000.0,1,6,200.0,3.0
78500.0,9800.0,1,3,160.0,8.0
87000.0,7000.0,1,2,160.0,8.0
40000.0,16688.0,2,6,180.0,8.0
145000.0,16000.0,1,5,300.0,12.0
265000.0,12900.0,1,2,650.0,1.0
235000.0,7000.0,1,4,300.0,11.0
400000.0,3000.0,1,6,750.0,4.0
30000.0,11000.0,1,13,110.0,6.0
140000.0,14000.0,1,5,200.0,2.0
98000.0,17000.0,1,3,250.0,5.0
74500.0,5432.0,2,6,350.0,1.0
75000.0,3419.0,1,3,200.0,8.0
10200.0,71474.0,1,12,150.0,8.0
57000.0,17000.0,1,5,150.0,3.0
21000.0,34688.0,1,13,160.0,8.0
68500.0,8100.0,1,3,160.0,3.0
174500.0,7900.0,1,3,250.0,2.0
108000.0,20000.0,1,5,350.0,1.0
32000.0,32000.0,1,5,100.0,16.0
38000.0,21000.0,1,4,125.0,16.0
35000.0,38717.0,1,5,150.0,3.0
75000.0,3419.0,1,3,200.0,8.0
400000.0,3000.0,1,6,750.0,4.0
50000.0,12000.0,1,4,150.0,7.0
118000.0,12000.0,1,7,535.0,1.0
33000.0,17525.0,1,5,125.0,16.0
70000.0,5000.0,1,4,220.0,3.0
105000.0,13200.0,1,6,350.0,1.0
135000.0,5000.0,1,4,400.0,3.0
140000.0,7500.0,1,4,400.0,3.0
230000.0,1100.0,1,4,390.0,2.0
76000.0,7500.0,1,4,150.0,3.0
135000.0,7000.0,1,4,400.0,3.0
45000.0,10200.0,1,4,125.0,3.0
60000.0,3500.0,1,4,150.0,3.0
40000.0,15000.0,1,4,110.0,16.0
133000.0,8000.0,1,4,350.0,1.0
25000.0,33000.0,1,7,100.0,3.0
99999.0,5500.0,1,3,150.0,7.0
130000.0,14500.0,2,8,250.0,6.0
25000.0,40688.0,1,5,100.0,16.0
75000.0,15000.0,1,4,220.0,3.0
53000.0,10000.0,1,5,180.0,3.0
25000.0,16801.0,1,6,125.0,7.0
46500.0,21342.0,1,5,150.0,3.0
18999.0,38669.0,3,6,110.0,12.0
52000.0,17000.0,1,4,180.0,3.0
70000.0,13500.0,1,4,160.0,6.0
150000.0,4000.0,1,2,350.0,1.0
93200.0,6500.0,1,5,150.0,6.0
155000.0,21250.0,1,5,390.0,2.0
78000.0,16000.0,1,6,200.0,3.0
85000.0,12600.0,1,7,350.0,1.0
43000.0,32000.0,1,5,150.0,3.0
50390.0,45949.0,1,4,160.0,8.0
128700.0,15900.0,2,5,500.0,1.0
55000.0,2000.0,1,9,150.0,6.0
126000.0,6518.0,1,4,350.0,1.0
53300.0,10000.0,1,2,100.0,16.0
76000.0,10000.0,1,4,200.0,3.0
140000.0,10200.0,1,4,400.0,3.0
13600.0,87267.0,1,13,135.0,3.0
73000.0,2100.0,1,3,180.0,8.0
17000.0,28130.0,2,8,125.0,3.0
29000.0,39000.0,1,6,150.0,3.0
49000.0,7500.0,1,5,150.0,7.0
371100.0,6300.0,2,5,750.0,4.0
30000.0,7334.0,1,7,100.0,3.0
70000.0,3400.0,1,4,150.0,3.0
131000.0,9900.0,1,4,350.0,1.0
65000.0,7000.0,1,4,160.0,3.0
65000.0,2600.0,1,2,100.0,16.0
96000.0,24000.0,1,5,350.0,1.0
28500.0,30000.0,1,7,150.0,3.0
62400.0,8100.0,1,4,200.0,3.0
85000.0,34000.0,1,9,350.0,1.0
66000.0,15000.0,1,2,150.0,3.0
85000.0,7000.0,1,2,160.0,8.0
18551.0,21832.0,1,13,135.0,3.0
95000.0,13890.0,1,3,200.0,8.0
130000.0,8500.0,1,3,400.0,3.0
98000.0,7300.0,1,7,350.0,1.0
53400.0,1500.0,1,3,110.0,6.0
120000.0,8700.0,1,5,200.0,3.0
58000.0,44580.0,1,5,160.0,6.0
97000.0,10473.0,1,3,150.0,5.0
38000.0,29451.0,1,5,100.0,3.0
24500.0,14324.0,1,6,125.0,3.0
129000.0,1123.0,1,2,125.0,2.0
20000.0,28000.0,1,9,150.0,3.0
123000.0,900.0,1,4,350.0,1.0
62000.0,70000.0,1,14,350.0,1.0
82000.0,14180.0,1,7,150.0,5.0
24500.0,26453.0,1,9,125.0,6.0
59300.0,9107.0,1,3,150.0,5.0
41000.0,35000.0,1,7,125.0,16.0
80000.0,6300.0,1,3,150.0,5.0
93500.0,10100.0,2,7,500.0,1.0
130000.0,14500.0,2,8,250.0,6.0
155000.0,21250.0,1,5,390.0,2.0
75000.0,15000.0,1,4,220.0,3.0
25000.0,16801.0,1,6,125.0,7.0
53000.0,10000.0,1,5,180.0,3.0
50390.0,45949.0,1,4,160.0,8.0
93200.0,6500.0,1,5,150.0,6.0
55000.0,2000.0,1,9,150.0,6.0
43000.0,6336.0,1,4,150.0,3.0
82000.0,14180.0,1,7,150.0,5.0
123000.0,900.0,1,4,350.0,1.0
62000.0,70000.0,1,14,350.0,1.0
150000.0,4981.0,1,6,390.0,2.0
22500.0,25431.0,1,9,100.0,3.0
59300.0,9107.0,1,3,150.0,5.0
69000.0,15000.0,1,3,180.0,3.0
24500.0,14324.0,1,6,125.0,3.0
75800.0,6500.0,1,3,200.0,3.0
41000.0,35000.0,1,7,125.0,16.0
80000.0,6300.0,1,3,150.0,5.0
93500.0,10100.0,2,7,500.0,1.0
129000.0,1123.0,1,2,125.0,2.0
24500.0,26453.0,1,9,125.0,6.0
30000.0,22000.0,1,9,110.0,8.0
355000.0,7400.0,1,7,750.0,4.0
58000.0,14000.0,1,5,160.0,8.0
75200.0,16000.0,1,3,150.0,7.0
130000.0,6200.0,1,4,350.0,1.0
26900.0,20000.0,1,9,180.0,3.0
145000.0,15000.0,1,4,200.0,2.0
154000.0,8000.0,1,6,390.0,2.0
350000.0,5000.0,1,5,750.0,4.0
105000.0,20000.0,1,6,350.0,1.0
260000.0,8500.0,1,3,310.0,15.0
89900.0,20000.0,1,6,350.0,1.0
25000.0,16000.0,1,7,100.0,16.0
220000.0,12500.0,1,3,390.0,2.0
150000.0,11500.0,1,5,390.0,2.0
60000.0,21000.0,2,6,150.0,6.0
110000.0,37000.0,1,7,500.0,1.0
106000.0,4508.0,1,4,150.0,5.0
34000.0,17501.0,1,10,150.0,3.0
526300.0,12000.0,1,3,650.0,9.0
41000.0,15800.0,1,4,100.0,3.0
110000.0,37000.0,1,7,500.0,1.0
350000.0,5000.0,1,5,750.0,4.0
105000.0,20000.0,1,6,350.0,1.0
785000.0,2900.0,1,4,1130.0,11.0
22000.0,42554.0,1,6,125.0,6.0
165147.0,12000.0,1,4,390.0,2.0
90000.0,13140.0,1,8,350.0,1.0
140000.0,9500.0,1,5,200.0,2.0
16800.0,134200.0,1,10,150.0,6.0
70000.0,11000.0,1,7,350.0,1.0
58000.0,29451.0,1,6,150.0,7.0
32000.0,21884.0,2,8,100.0,16.0
91800.0,1050.0,1,2,160.0,8.0
119000.0,10544.0,1,9,500.0,1.0
23000.0,30000.0,1,7,100.0,16.0
210000.0,6013.0,1,3,390.0,2.0
43000.0,17000.0,1,5,150.0,3.0
45000.0,5800.0,1,7,220.0,3.0
42000.0,6500.0,1,5,100.0,16.0
440000.0,10800.0,1,3,600.0,11.0
72250.0,6282.0,1,5,200.0,2.0
355000.0,7400.0,1,7,750.0,4.0
106000.0,4508.0,1,4,150.0,5.0
58000.0,14000.0,1,5,160.0,8.0
395000.0,5000.0,1,6,650.0,10.0
140000.0,2881.0,1,7,250.0,10.0
700000.0,14200.0,1,13,1000.0,5.0
72000.0,3490.0,1,3,200.0,16.0
18000.0,39859.0,1,11,150.0,5.0
1000000.0,4400.0,2,5,1200.0,14.0
29000.0,9000.0,1,9,150.0,6.0
120000.0,11795.0,1,5,350.0,1.0
1260000.0,17000.0,1,4,1300.0,7.0
700000.0,172.0,1,3,1130.0,
35000.0,26000.0,1,2,150.0,3.0
115000.0,14000.0,1,4,350.0,1.0
25000.0,20000.0,1,8,100.0,16.0
143500.0,5700.0,1,3,350.0,1.0
118000.0,10000.0,1,4,350.0,1.0
129500.0,6300.0,1,3,350.0,1.0
138000.0,7253.0,1,2,250.0,5.0
63000.0,19333.0,1,4,220.0,3.0
200000.0,1255.0,1,2,295.0,
77500.0,45.0,1,3,150.0,5.0
99000.0,32158.0,1,6,350.0,1.0
27000.0,29858.0,1,4,100.0,3.0
44000.0,27000.0,1,6,220.0,3.0
28000.0,70251.0,1,13,150.0,3.0
22000.0,19000.0,1,9,150.0,5.0
19000.0,23420.0,1,10,100.0,3.0
126999.0,22000.0,1,5,200.0,2.0
25000.0,41000.0,1,8,100.0,8.0
90000.0,12500.0,1,3,200.0,3.0
89000.0,800.0,1,2,160.0,6.0
47000.0,13935.0,1,5,150.0,3.0
119500.0,12000.0,1,4,400.0,3.0
130000.0,20000.0,1,3,350.0,1.0
62000.0,11500.0,1,4,220.0,3.0
70000.0,7000.0,1,3,180.0,3.0
31000.0,21447.0,1,7,100.0,3.0
41500.0,15000.0,1,3,100.0,3.0
52500.0,9000.0,1,3,100.0,16.0
36000.0,2980.0,1,6,160.0,8.0
143500.0,5700.0,1,3,350.0,1.0
118000.0,10000.0,1,4,350.0,1.0
129500.0,6300.0,1,3,350.0,1.0
138000.0,7253.0,1,2,250.0,5.0
63000.0,19333.0,1,4,220.0,3.0
200000.0,1255.0,1,2,295.0,
77500.0,45.0,1,3,150.0,5.0
99000.0,32158.0,1,6,350.0,1.0
27000.0,29858.0,1,4,100.0,3.0
44000.0,27000.0,1,6,220.0,3.0
160000.0,5000.0,1,6,250.0,10.0
470000.0,12000.0,1,3,650.0,9.0
700000.0,14200.0,1,13,1000.0,5.0
115000.0,14000.0,1,4,350.0,1.0
29000.0,9000.0,1,9,150.0,6.0
89000.0,3000.0,1,2,160.0,8.0
34000.0,26840.0,1,9,150.0,3.0
112000.0,4000.0,1,3,150.0,5.0
27000.0,35000.0,1,7,150.0,6.0
25000.0,28000.0,1,8,100.0,16.0
39100.0,16000.0,1,6,150.0,7.0
58500.0,11500.0,2,5,220.0,3.0
45000.0,40500.0,1,5,150.0,16.0
48000.0,13000.0,1,5,150.0,3.0
44800.0,30000.0,1,5,150.0,3.0
20300.0,39450.0,1,14,135.0,3.0
62000.0,18500.0,1,5,150.0,3.0
45000.0,33000.0,1,5,150.0,3.0
16000.0,50000.0,1,9,100.0,16.0
43300.0,21000.0,1,8,150.0,6.0
135000.0,18100.0,1,5,500.0,1.0
70000.0,9761.0,2,5,200.0,8.0
75700.0,14000.0,1,5,223.0,16.0
110000.0,28500.0,1,8,500.0,1.0
95000.0,11000.0,1,6,200.0,3.0
28000.0,100000.0,1,12,150.0,5.0
113000.0,13000.0,1,5,350.0,1.0
40000.0,40600.0,1,7,150.0,6.0
24000.0,52345.0,1,7,110.0,6.0
28000.0,33000.0,1,8,125.0,16.0
57000.0,500.0,1,4,150.0,3.0
108000.0,5000.0,1,5,350.0,1.0
93000.0,7500.0,1,3,200.0,8.0
54000.0,8000.0,1,5,150.0,3.0
119000.0,1403.0,1,4,350.0,1.0
21100.0,30000.0,1,16,100.0,16.0
75000.0,5399.0,1,4,220.0,3.0
22000.0,40000.0,1,13,135.0,3.0
79999.0,10922.0,1,4,200.0,3.0
85000.0,6000.0,1,4,150.0,7.0
